CustomerID,Gender,SeniorCitizen,Age,Tenure,MonthlyCharges,TotalCharges,InternetService,Contract,PaymentMethod,TechSupport,OnlineSecurity,StreamingTV,StreamingMovies,PhoneService,MultipleLines,Dependents,Complaints,SatisfactionScore,SupportTickets,UsageHours,DataConsumption,Churn
CUST-11151,Male,0,61,42,96.82,4083.48,Fiber optic,One year,Mailed check,Yes,No,Yes,No,Yes,Yes,No,1,2,1,185.3,328.0,No
CUST-11152,Male,0,50,24,62.1,1505.27,DSL,One year,Electronic check,No,No,No,Yes,Yes,Yes,No,0,4,0,124.5,169.0,No
CUST-11153,Female,1,75,17,71.3,1187.31,DSL,Month-to-month,Electronic check,Yes,No,No,Yes,Yes,Yes,No,0,5,0,58.0,110.5,No
CUST-11154,Female,0,47,48,99.92,4781.01,DSL,One year,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,Yes,No,0,4,1,53.0,128.5,No
CUST-11155,Female,1,77,70,74.77,5243.25,DSL,One year,Electronic check,Yes,No,No,Yes,Yes,Yes,No,0,5,1,80.1,67.1,No
CUST-11156,Male,0,26,7,67.4,487.34,DSL,Two year,Credit card (automatic),No,Yes,Yes,No,Yes,No,No,1,3,3,78.7,155.4,Yes
CUST-11157,Female,0,62,14,98.75,1368.95,Fiber optic,Month-to-month,Bank transfer (automatic),No,Yes,Yes,No,Yes,Yes,Yes,1,3,0,56.3,109.5,Yes
CUST-11158,Male,0,34,11,72.11,787.58,DSL,One year,Bank transfer (automatic),No,Yes,Yes,No,Yes,Yes,No,0,4,1,144.2,260.8,No
CUST-11159,Female,0,53,12,62.94,746.36,DSL,One year,Credit card (automatic),Yes,No,Yes,No,Yes,No,No,0,3,1,64.1,130.5,No
CUST-11160,Female,0,31,5,87.76,409.07,Fiber optic,Month-to-month,Mailed check,Yes,No,Yes,No,Yes,No,No,0,5,0,168.6,242.1,Yes
CUST-11161,Female,0,36,5,24.85,128.84,No,Two year,Mailed check,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,0,4,2,52.5,53.0,Yes
CUST-11162,Male,0,24,20,83.5,1680.15,Fiber optic,Month-to-month,Electronic check,No,Yes,No,No,Yes,No,No,0,3,2,70.2,56.7,Yes
CUST-11163,Female,0,20,54,97.17,5233.77,Fiber optic,Month-to-month,Bank transfer (automatic),No,Yes,Yes,No,Yes,Yes,No,0,4,0,93.2,137.9,Yes
CUST-11164,Female,1,72,55,88.55,4881.52,Fiber optic,Month-to-month,Mailed check,No,No,No,Yes,Yes,Yes,Yes,0,3,1,59.5,129.1,No
CUST-11165,Male,1,75,58,80.73,4666.9,Fiber optic,Month-to-month,Electronic check,No,Yes,No,No,Yes,No,No,0,4,2,37.6,67.8,No
CUST-11166,Female,0,49,30,70.11,2116.23,Fiber optic,Two year,Bank transfer (automatic),No,No,No,No,Yes,No,No,0,4,0,154.1,161.9,No
CUST-11167,Male,0,64,24,21.66,517.27,No,One year,Mailed check,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,0,3,2,111.2,149.1,No
CUST-11168,Female,0,28,3,88.94,289.14,Fiber optic,Month-to-month,Credit card (automatic),No,Yes,No,Yes,Yes,No,No,0,4,1,199.4,384.3,No
CUST-11169,Male,0,59,48,75.24,3614.2,DSL,Two year,Mailed check,No,Yes,Yes,No,Yes,Yes,No,0,4,1,151.2,358.9,No
CUST-11170,Male,0,19,71,106.68,7555.36,Fiber optic,Month-to-month,Credit card (automatic),Yes,No,Yes,Yes,Yes,No,No,0,4,1,66.7,150.7,Yes
CUST-11171,Female,1,71,22,55.88,1248.68,DSL,One year,Mailed check,No,No,No,Yes,Yes,No,No,0,5,2,211.1,395.8,No
CUST-11172,Male,0,21,14,24.72,362.74,No,Month-to-month,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,2,4,134.3,157.3,Yes
CUST-11173,Male,0,34,48,78.78,3756.49,Fiber optic,Month-to-month,Mailed check,No,No,No,No,Yes,Yes,No,0,4,2,32.9,74.9,No
CUST-11174,Male,0,34,29,29.75,835.63,No,Month-to-month,Mailed check,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,0,3,2,148.8,351.9,No
CUST-11175,Male,1,69,50,19.59,957.68,No,One year,Mailed check,No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,2,2,51.9,121.7,No
CUST-11176,Male,0,47,10,48.58,506.52,DSL,Month-to-month,Mailed check,No,No,No,No,Yes,No,No,1,3,0,208.2,367.0,Yes
CUST-11177,Male,0,57,71,103.51,7338.43,Fiber optic,Month-to-month,Credit card (automatic),No,Yes,Yes,Yes,No,No phone service,No,1,3,1,113.8,259.6,Yes
CUST-11178,Female,0,40,27,57.42,1550.63,DSL,Month-to-month,Electronic check,No,No,No,No,Yes,Yes,No,1,2,4,59.9,128.7,Yes
CUST-11179,Male,0,63,28,26.07,736.14,No,Month-to-month,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,1,3,1,96.2,178.2,Yes
CUST-11180,Male,0,41,9,115.66,1055.55,Fiber optic,Two year,Credit card (automatic),No,Yes,Yes,Yes,Yes,Yes,Yes,0,4,0,39.6,97.8,Yes
CUST-11181,Female,1,68,71,78.39,5585.49,DSL,Month-to-month,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,No,No,1,2,0,63.0,76.6,No
CUST-11182,Female,0,21,26,90.99,2366.69,Fiber optic,Two year,Electronic check,Yes,No,No,No,Yes,Yes,No,0,4,3,37.8,70.3,No
CUST-11183,Female,0,55,8,95.38,757.99,Fiber optic,Month-to-month,Mailed check,Yes,No,No,Yes,Yes,Yes,No,0,3,0,34.6,29.2,Yes
CUST-11184,Female,0,46,2,18.25,18.26,No,One year,Mailed check,No internet service,No internet service,No internet service,No internet service,Yes,No,No,1,3,0,72.6,113.7,Yes
CUST-11185,Female,0,36,57,91.47,5220.24,Fiber optic,Month-to-month,Bank transfer (automatic),No,Yes,No,No,Yes,Yes,Yes,0,4,1,50.0,110.9,No
CUST-11186,Female,0,44,52,98.18,5108.35,Fiber optic,Two year,Credit card (automatic),Yes,No,Yes,No,Yes,Yes,No,0,4,1,51.9,62.3,No
CUST-11187,Female,0,46,58,89.13,5157.01,DSL,Month-to-month,Mailed check,No,Yes,Yes,Yes,Yes,Yes,No,1,3,0,42.8,88.9,Yes
CUST-11188,Male,0,53,3,106.92,317.53,Fiber optic,One year,Bank transfer (automatic),No,No,Yes,Yes,Yes,Yes,No,1,3,0,124.6,260.9,Yes
CUST-11189,Male,0,52,8,98.77,804.54,Fiber optic,Two year,Credit card (automatic),No,No,Yes,Yes,Yes,Yes,Yes,0,4,1,224.4,421.6,No
CUST-11190,Female,0,23,59,74.18,4384.24,DSL,Two year,Credit card (automatic),Yes,No,No,Yes,Yes,Yes,No,0,4,0,123.1,285.5,No
CUST-11191,Male,0,40,2,86.65,172.2,Fiber optic,Month-to-month,Electronic check,No,No,No,Yes,Yes,Yes,No,0,4,1,73.6,115.1,Yes
CUST-11192,Male,1,69,62,78.54,4855.82,Fiber optic,Two year,Mailed check,No,No,Yes,No,Yes,No,No,0,3,2,112.5,129.9,No
CUST-11193,Male,0,63,49,118.75,5828.83,Fiber optic,One year,Bank transfer (automatic),Yes,Yes,Yes,Yes,Yes,Yes,No,0,5,0,37.7,71.9,No
CUST-11194,Female,0,61,20,41.91,845.86,DSL,Month-to-month,Credit card (automatic),No,No,No,No,Yes,No,No,1,3,1,156.4,377.4,Yes
CUST-11195,Female,0,25,29,27.83,804.56,No,Month-to-month,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,0,5,2,71.0,132.9,No
CUST-11196,Male,0,19,17,32.78,541.57,No,Month-to-month,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,0,4,1,43.8,100.5,No
CUST-11197,Female,0,30,22,68.33,1483.75,Fiber optic,Month-to-month,Credit card (automatic),No,No,No,No,Yes,No,No,1,3,1,60.2,136.8,Yes
CUST-11198,Male,0,57,6,66.74,390.8,DSL,One year,Mailed check,No,Yes,No,No,Yes,Yes,No,0,3,0,78.2,63.4,No
CUST-11199,Male,0,38,62,26.96,1696.04,No,One year,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,1,3,0,96.5,89.9,No
CUST-11200,Male,0,48,31,79.63,2483.76,Fiber optic,Month-to-month,Credit card (automatic),No,No,No,Yes,Yes,No,No,1,3,1,86.4,150.2,Yes
CUST-11201,Male,0,53,62,18.36,1161.78,No,Two year,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,4,1,163.6,368.8,No
CUST-11202,Female,0,55,12,18.25,239.56,No,Month-to-month,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,1,3,0,122.4,177.7,Yes
CUST-11203,Female,1,70,12,83.79,1003.01,Fiber optic,Two year,Mailed check,No,No,No,Yes,Yes,No,Yes,0,4,0,184.0,425.2,No
CUST-11204,Female,0,53,63,90.09,5677.5,Fiber optic,Two year,Electronic check,No,No,No,Yes,Yes,Yes,No,0,4,2,116.4,162.8,No
CUST-11205,Male,0,40,16,71.14,1118.42,Fiber optic,Two year,Mailed check,No,No,No,No,Yes,No,No,0,4,2,60.9,91.9,No
CUST-11206,Female,1,65,25,90.03,2264.0,Fiber optic,Two year,Credit card (automatic),Yes,No,Yes,No,Yes,No,No,1,2,4,84.6,114.2,No
CUST-11207,Male,1,73,22,29.53,644.98,No,Month-to-month,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,0,3,2,50.4,78.2,Yes
CUST-11208,Female,0,54,18,18.25,308.18,No,Month-to-month,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,3,1,21.2,33.5,Yes
CUST-11209,Male,0,64,45,79.52,3554.12,Fiber optic,Month-to-month,Electronic check,No,No,No,No,Yes,Yes,No,0,4,2,162.8,263.3,No
CUST-11210,Male,0,43,68,52.81,3602.85,DSL,Month-to-month,Mailed check,No,No,No,Yes,No,No phone service,Yes,0,2,2,109.0,140.1,Yes
CUST-11211,Male,0,57,12,56.0,670.93,DSL,One year,Mailed check,No,No,No,Yes,No,No phone service,Yes,0,4,0,160.6,233.6,No
CUST-11212,Female,0,24,49,83.1,4042.44,Fiber optic,Month-to-month,Electronic check,No,No,Yes,No,Yes,No,No,0,4,1,159.9,292.2,No
CUST-11213,Female,0,63,33,56.55,1885.62,DSL,Two year,Credit card (automatic),No,No,No,No,Yes,Yes,No,0,3,5,315.5,257.1,No
CUST-11214,Female,0,56,63,23.12,1463.73,No,Two year,Electronic check,No internet service,No internet service,No internet service,No internet service,No,No phone service,No,0,4,0,57.7,99.9,No
CUST-11215,Female,0,39,18,82.27,1453.16,Fiber optic,Month-to-month,Bank transfer (automatic),No,No,Yes,No,Yes,No,No,0,2,3,80.3,66.7,No
CUST-11216,Male,0,56,54,93.83,5055.1,Fiber optic,Month-to-month,Electronic check,No,No,No,Yes,Yes,Yes,No,0,4,0,125.5,230.0,No
CUST-11217,Female,0,40,27,70.06,1904.96,Fiber optic,Month-to-month,Credit card (automatic),No,No,No,No,No,No phone service,Yes,0,3,1,105.5,152.3,No
CUST-11218,Female,0,47,25,80.17,1977.79,Fiber optic,Two year,Bank transfer (automatic),Yes,No,No,No,Yes,No,No,1,2,0,51.0,81.0,No
CUST-11219,Male,0,35,34,106.21,3625.32,Fiber optic,One year,Mailed check,Yes,No,Yes,Yes,No,No phone service,No,0,4,3,41.3,89.9,No
CUST-11220,Male,0,59,60,81.78,4907.09,Fiber optic,Month-to-month,Bank transfer (automatic),No,No,No,No,Yes,Yes,No,0,3,2,289.2,561.9,No
CUST-11221,Male,1,71,54,56.03,3042.59,DSL,Month-to-month,Electronic check,Yes,No,No,No,Yes,No,No,0,4,1,88.6,211.0,No
CUST-11222,Female,0,63,5,81.44,428.51,DSL,Month-to-month,Credit card (automatic),Yes,Yes,No,Yes,Yes,No,No,0,4,3,33.7,41.1,Yes
CUST-11223,Male,0,27,36,79.33,2871.95,Fiber optic,Two year,Credit card (automatic),No,No,Yes,No,Yes,No,No,0,3,2,33.6,49.6,No
CUST-11224,Male,0,56,54,106.24,5711.64,Fiber optic,Month-to-month,Bank transfer (automatic),No,No,Yes,Yes,Yes,Yes,No,1,2,0,197.2,232.2,Yes
CUST-11225,Male,0,47,36,18.25,654.62,No,Month-to-month,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,No,No,1,3,2,192.6,213.2,No
CUST-11226,Female,1,78,69,28.26,1939.06,No,Two year,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,0,4,2,192.1,371.5,No
CUST-11227,Male,0,24,39,94.96,3703.95,Fiber optic,Two year,Bank transfer (automatic),Yes,No,No,Yes,Yes,No,No,1,2,1,36.2,69.4,No
CUST-11228,Female,0,24,70,73.02,5139.35,Fiber optic,Two year,Electronic check,No,No,No,No,Yes,No,Yes,0,4,0,103.1,168.7,No
CUST-11229,Female,0,22,4,18.25,50.46,No,Month-to-month,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,5,1,183.0,192.0,No
CUST-11230,Male,0,18,65,106.86,6967.84,Fiber optic,One year,Mailed check,Yes,Yes,Yes,No,Yes,No,No,0,4,2,15.3,27.0,No
CUST-11231,Male,0,63,40,77.81,3141.85,Fiber optic,One year,Electronic check,No,No,No,Yes,Yes,No,Yes,1,2,2,139.3,232.0,No
CUST-11232,Female,0,35,37,95.35,3557.35,Fiber optic,Month-to-month,Electronic check,No,Yes,No,Yes,Yes,Yes,No,0,4,2,132.0,233.2,Yes
CUST-11233,Male,0,30,67,93.42,6276.94,Fiber optic,One year,Credit card (automatic),Yes,Yes,No,No,Yes,No,No,0,4,3,75.9,118.6,No
CUST-11234,Male,0,42,31,117.19,3630.82,Fiber optic,Month-to-month,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,No,No,1,3,2,110.0,103.3,Yes
CUST-11235,Female,0,57,47,82.13,3840.79,Fiber optic,Month-to-month,Electronic check,Yes,No,No,No,No,No phone service,No,1,2,2,34.5,51.7,No
CUST-11236,Female,1,76,27,90.51,2450.26,DSL,Two year,Electronic check,Yes,No,Yes,Yes,Yes,Yes,Yes,0,4,3,83.3,111.3,No
CUST-11237,Male,0,27,51,24.38,1250.0,No,Month-to-month,Mailed check,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,0,3,3,39.6,49.8,No
CUST-11238,Female,0,49,20,18.25,353.99,No,Two year,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,0,4,1,32.1,61.8,No
CUST-11239,Male,0,34,13,84.69,1107.98,Fiber optic,Month-to-month,Credit card (automatic),Yes,No,No,No,Yes,No,No,0,3,2,141.4,274.3,No
CUST-11240,Male,1,66,63,101.24,6355.11,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,No,No,Yes,Yes,Yes,No,0,3,2,109.2,268.1,No
CUST-11241,Male,0,32,44,59.2,2612.84,DSL,One year,Credit card (automatic),Yes,No,No,No,Yes,No,No,0,4,1,123.5,232.0,No
CUST-11242,Female,0,32,24,57.06,1393.24,DSL,One year,Credit card (automatic),No,No,No,No,Yes,Yes,No,0,5,5,41.1,53.7,No
CUST-11243,Male,0,57,3,105.53,314.91,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,No,Yes,Yes,No,No phone service,No,0,4,0,56.2,96.0,Yes
CUST-11244,Male,0,37,10,93.28,948.67,Fiber optic,Two year,Bank transfer (automatic),Yes,No,Yes,No,Yes,No,No,1,2,2,76.0,142.8,Yes
CUST-11245,Male,0,32,65,80.6,5247.14,Fiber optic,Month-to-month,Credit card (automatic),No,No,Yes,No,Yes,No,Yes,1,3,3,167.7,251.2,Yes
CUST-11246,Female,0,52,49,96.49,4698.19,Fiber optic,Two year,Bank transfer (automatic),No,Yes,Yes,No,Yes,Yes,Yes,0,3,2,58.2,109.7,No
CUST-11247,Female,0,23,58,89.87,5189.78,Fiber optic,Month-to-month,Electronic check,No,Yes,No,No,Yes,Yes,Yes,0,3,2,48.6,106.5,No
CUST-11248,Female,0,47,2,23.18,62.85,No,Two year,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,No,1,3,0,48.8,91.4,No
CUST-11249,Female,0,25,66,104.45,6866.13,Fiber optic,Month-to-month,Mailed check,No,Yes,Yes,Yes,Yes,No,No,0,5,1,91.0,99.2,Yes
CUST-11250,Female,0,48,31,18.25,593.12,No,Two year,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,4,1,216.6,292.5,No
CUST-11251,Male,0,64,68,18.25,1264.64,No,One year,Mailed check,No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,4,2,50.3,122.6,No
CUST-11252,Female,0,49,37,78.02,2878.48,Fiber optic,Month-to-month,Electronic check,No,No,Yes,No,Yes,No,No,0,4,0,46.3,65.5,No
CUST-11253,Female,0,62,24,68.58,1634.54,DSL,Two year,Electronic check,No,Yes,No,Yes,No,No phone service,No,1,2,2,129.0,285.3,Yes
CUST-11254,Female,0,32,44,57.65,2543.38,DSL,Month-to-month,Credit card (automatic),No,No,No,Yes,No,No phone service,No,0,4,1,107.7,111.8,No
CUST-11255,Male,0,35,41,101.67,4175.18,Fiber optic,Month-to-month,Credit card (automatic),Yes,Yes,Yes,No,Yes,No,Yes,1,3,1,65.3,161.6,No
CUST-11256,Female,0,30,51,82.43,4179.27,Fiber optic,Two year,Bank transfer (automatic),No,No,Yes,No,Yes,No,No,1,3,0,32.8,38.0,No
CUST-11257,Female,0,41,42,64.76,2702.84,DSL,Month-to-month,Electronic check,Yes,No,Yes,No,Yes,No,Yes,0,2,3,86.2,209.8,No
CUST-11258,Male,0,57,40,68.05,2730.19,DSL,Month-to-month,Electronic check,Yes,Yes,No,No,Yes,No,No,1,2,2,30.5,27.0,No
CUST-11259,Female,0,31,48,67.29,3247.97,DSL,Month-to-month,Mailed check,No,No,Yes,Yes,No,No phone service,No,1,2,0,192.4,342.5,No
CUST-11260,Male,0,45,4,56.44,207.28,DSL,Two year,Credit card (automatic),No,Yes,No,No,Yes,No,No,1,3,0,129.3,142.7,No
CUST-11261,Male,0,28,60,88.91,5346.72,Fiber optic,Month-to-month,Credit card (automatic),No,No,No,Yes,Yes,Yes,No,0,4,1,42.3,80.3,Yes
CUST-11262,Male,0,23,39,74.72,2936.31,DSL,Month-to-month,Credit card (automatic),No,Yes,Yes,Yes,Yes,No,No,0,4,4,32.5,75.7,Yes
CUST-11263,Male,0,42,5,77.57,364.92,Fiber optic,One year,Bank transfer (automatic),No,Yes,No,No,No,No phone service,No,0,3,2,164.0,214.3,Yes
CUST-11264,Male,0,18,6,59.65,354.25,DSL,Two year,Credit card (automatic),No,Yes,No,No,Yes,No,No,0,2,5,31.2,46.3,Yes
CUST-11265,Female,0,42,14,18.25,276.53,No,Two year,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,1,3,0,173.0,152.1,No
CUST-11266,Male,0,19,70,75.05,5245.74,DSL,One year,Electronic check,Yes,No,Yes,Yes,No,No phone service,No,1,3,0,272.5,484.7,No
CUST-11267,Male,1,78,12,64.91,765.09,DSL,One year,Credit card (automatic),No,Yes,No,Yes,Yes,No,No,1,3,1,89.2,162.9,Yes
CUST-11268,Female,1,79,62,60.78,3783.1,DSL,Month-to-month,Electronic check,No,No,No,Yes,Yes,No,No,1,3,2,177.3,328.1,Yes
CUST-11269,Male,0,50,27,61.06,1642.67,DSL,Month-to-month,Bank transfer (automatic),No,Yes,No,No,Yes,Yes,Yes,0,3,2,190.6,448.6,No
CUST-11270,Female,0,49,54,76.17,4125.56,DSL,One year,Bank transfer (automatic),Yes,Yes,No,Yes,Yes,No,Yes,0,5,1,91.3,87.4,No
CUST-11271,Female,0,41,12,108.1,1274.78,Fiber optic,Two year,Electronic check,Yes,Yes,No,Yes,Yes,Yes,No,0,4,2,87.9,140.7,No
CUST-11272,Female,0,44,8,32.89,266.33,No,One year,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,0,4,1,100.3,130.8,Yes
CUST-11273,Male,0,21,16,75.0,1192.77,Fiber optic,Month-to-month,Electronic check,No,No,No,No,Yes,No,No,0,4,1,115.4,140.1,No
CUST-11274,Male,0,41,52,89.83,4701.0,Fiber optic,Month-to-month,Bank transfer (automatic),No,No,Yes,No,Yes,Yes,No,0,3,2,174.5,239.3,Yes
CUST-11275,Male,0,40,26,92.85,2419.58,Fiber optic,One year,Electronic check,No,No,Yes,No,Yes,Yes,No,0,4,2,82.9,198.6,Yes
CUST-11276,Female,0,46,8,89.2,724.53,Fiber optic,One year,Mailed check,No,Yes,No,Yes,Yes,No,Yes,0,4,1,126.3,155.1,No
CUST-11277,Male,0,51,45,63.74,2846.16,DSL,One year,Bank transfer (automatic),No,No,Yes,No,Yes,Yes,No,0,3,1,157.0,148.2,No
CUST-11278,Male,0,38,19,113.79,2191.53,Fiber optic,One year,Electronic check,No,Yes,Yes,Yes,Yes,Yes,No,0,4,1,126.9,190.2,No
CUST-11279,Male,0,47,17,18.25,283.33,No,Month-to-month,Electronic check,No internet service,No internet service,No internet service,No internet service,No,No phone service,No,0,4,3,25.0,31.3,No
CUST-11280,Female,0,43,65,77.25,4995.5,Fiber optic,Two year,Mailed check,No,Yes,No,No,Yes,No,No,0,2,5,125.0,161.8,No
CUST-11281,Female,0,37,29,108.22,3112.92,Fiber optic,One year,Electronic check,No,Yes,Yes,Yes,Yes,No,No,1,3,2,120.2,188.7,Yes
CUST-11282,Male,0,33,14,109.44,1554.4,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,Yes,No,1,4,2,102.9,224.9,Yes
CUST-11283,Male,0,20,17,60.59,1043.75,DSL,Month-to-month,Credit card (automatic),No,No,Yes,No,Yes,Yes,No,1,3,1,157.9,350.5,Yes
CUST-11284,Male,1,75,13,22.51,321.01,No,Two year,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,1,2,3,109.5,177.6,No
CUST-11285,Male,0,57,63,62.43,3907.08,DSL,Two year,Credit card (automatic),No,No,No,Yes,Yes,Yes,Yes,0,5,1,146.2,325.2,No
CUST-11286,Female,1,72,33,81.5,2701.0,Fiber optic,Month-to-month,Mailed check,No,No,No,Yes,Yes,No,No,1,2,1,68.3,73.9,Yes
CUST-11287,Female,1,80,29,18.25,531.25,No,Month-to-month,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,No,No phone service,Yes,1,2,0,145.2,182.0,Yes
CUST-11288,Female,0,40,37,75.69,2808.88,Fiber optic,Month-to-month,Credit card (automatic),No,Yes,No,No,Yes,No,No,0,4,1,127.1,136.2,No
CUST-11289,Female,0,61,46,66.6,3064.37,DSL,Month-to-month,Bank transfer (automatic),No,Yes,Yes,No,Yes,No,No,0,5,0,66.9,158.3,No
CUST-11290,Male,0,18,24,80.37,1939.4,Fiber optic,One year,Electronic check,No,No,No,Yes,Yes,No,No,1,3,0,102.4,213.6,No
CUST-11291,Male,1,73,14,90.06,1285.26,Fiber optic,One year,Electronic check,No,No,Yes,No,Yes,Yes,No,0,3,1,85.5,180.0,No
CUST-11292,Male,0,32,5,94.66,478.55,Fiber optic,One year,Bank transfer (automatic),No,No,No,Yes,Yes,Yes,No,1,3,1,97.3,191.4,Yes
CUST-11293,Female,0,34,53,81.07,4320.49,Fiber optic,One year,Electronic check,No,No,No,Yes,Yes,No,Yes,0,3,3,35.8,29.4,Yes
CUST-11294,Male,0,51,30,21.03,647.83,No,Month-to-month,Mailed check,No internet service,No internet service,No internet service,No internet service,No,No phone service,No,0,4,2,98.5,114.2,No
CUST-11295,Female,0,34,60,74.98,4520.7,DSL,Month-to-month,Mailed check,No,Yes,Yes,Yes,Yes,No,Yes,0,5,0,126.2,288.2,No
CUST-11296,Female,0,58,28,23.86,677.64,No,Month-to-month,Electronic check,No internet service,No internet service,No internet service,No internet service,Yes,No,No,1,3,3,183.8,297.5,No
CUST-11297,Male,0,61,26,72.06,1874.68,DSL,Month-to-month,Bank transfer (automatic),No,No,Yes,Yes,Yes,No,Yes,0,4,0,18.7,38.6,No
CUST-11298,Male,0,21,18,67.22,1184.13,DSL,Month-to-month,Bank transfer (automatic),Yes,No,Yes,No,Yes,No,No,0,4,2,113.9,133.2,No
CUST-11299,Male,1,71,36,49.83,1813.97,DSL,One year,Bank transfer (automatic),No,No,No,No,Yes,Yes,Yes,0,4,5,101.2,92.2,Yes
CUST-11300,Female,0,21,8,27.26,202.6,No,Two year,Mailed check,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,0,3,2,76.2,168.2,No
CUST-11301,Male,1,73,18,79.97,1411.66,Fiber optic,One year,Electronic check,No,No,Yes,No,No,No phone service,No,0,3,1,37.8,45.2,No
CUST-11302,Female,0,63,58,104.95,6088.24,Fiber optic,Two year,Mailed check,No,Yes,No,Yes,Yes,Yes,Yes,0,4,1,34.7,40.8,No
CUST-11303,Male,0,26,32,76.91,2469.07,DSL,One year,Credit card (automatic),No,No,Yes,Yes,Yes,Yes,No,0,3,0,37.5,55.5,No
CUST-11304,Female,0,40,49,19.22,951.49,No,One year,Bank transfer (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,3,1,33.0,57.0,No
CUST-11305,Female,0,50,48,18.25,886.18,No,Month-to-month,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,No,0,5,3,78.5,146.5,No
CUST-11306,Male,0,50,71,54.39,3870.91,DSL,Two year,Electronic check,No,No,Yes,No,Yes,No,No,1,2,2,49.8,118.2,No
CUST-11307,Female,0,37,65,94.12,6136.29,Fiber optic,Month-to-month,Credit card (automatic),No,Yes,Yes,No,Yes,No,No,0,4,2,59.2,123.5,No
CUST-11308,Female,0,21,33,100.35,3327.71,Fiber optic,Month-to-month,Bank transfer (automatic),Yes,No,Yes,No,Yes,Yes,Yes,0,4,1,44.0,74.6,No
CUST-11309,Male,1,67,50,18.58,947.77,No,Month-to-month,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,1,3,1,77.8,81.3,No
CUST-11310,Female,1,80,4,101.97,405.5,Fiber optic,Two year,Electronic check,Yes,No,Yes,Yes,Yes,No,No,1,3,1,95.3,98.3,Yes
CUST-11311,Male,0,51,36,87.01,3106.13,Fiber optic,Two year,Mailed check,Yes,Yes,No,No,Yes,No,No,0,4,2,186.1,190.2,No
CUST-11312,Female,0,44,28,23.34,661.89,No,One year,Credit card (automatic),No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,0,4,0,162.0,401.3,No
CUST-11313,Male,0,38,3,98.77,278.92,Fiber optic,One year,Bank transfer (automatic),No,No,Yes,Yes,Yes,No,No,0,4,1,121.5,264.9,No
CUST-11314,Male,0,41,6,77.53,486.75,DSL,Month-to-month,Electronic check,Yes,No,Yes,No,Yes,Yes,No,1,3,3,165.8,156.9,Yes
CUST-11315,Female,1,72,45,61.28,2770.9,DSL,Two year,Electronic check,No,No,Yes,No,Yes,No,No,0,4,2,127.5,167.9,No
CUST-11316,Female,0,52,23,99.13,2295.94,Fiber optic,One year,Bank transfer (automatic),Yes,No,No,Yes,Yes,Yes,Yes,0,4,2,126.3,170.0,No
CUST-11317,Female,0,42,7,113.69,783.02,Fiber optic,Two year,Credit card (automatic),Yes,Yes,No,Yes,Yes,Yes,Yes,0,4,0,294.3,393.2,No
CUST-11318,Female,1,70,61,97.56,5959.14,Fiber optic,Month-to-month,Mailed check,No,Yes,No,Yes,Yes,Yes,No,0,3,1,151.9,122.8,Yes
CUST-11319,Female,0,34,65,67.1,4363.19,DSL,Month-to-month,Mailed check,Yes,No,No,Yes,Yes,No,Yes,0,4,1,122.9,188.6,No
